	@genefutures	abeilles	agriculteur	alimentation	aliments	alternatives	animal	cancers	cancérogène	centre international	chercheuse	citoyens	commission	consommateurs	coopérative agricole	culture	désherbant	développement	eau	effet	europe	glyphosate	greenpeace	génération	herbicide	insectes	jardinerie	lasso	loi	maladie	monde	monsanto	nature	néonicotinoïdes	ogm	paris	paysan	pesticides	plantes	politique	population	pratiques	problème	production	produits chimiques	recherche	roundup	roundup de monsanto	régions	santé	scientifiques	substances	syngenta	systèmes	terre de diatomée	traitements	travail	triskalia	vignerons	écologique	études
scientifiques	0.0	0.16499382801668303	0.024726567805351714	0.03868107754649957	0.12174903652071851	0.025050650858511426	0.0854018520046347	0.163514830369593	0.08265094486219815	0.13721501697605024	0.17991732208368044	0.08028818169367455	0.24283294105254905	0.05353416110261953	0.00836955628691932	0.10340364086816707	0.029965671258053286	0.08695838870822475	0.08255207980202192	0.17917180596413831	0.13876383391137687	0.1614809604893892	0.03192980603949256	0.06084431252390412	0.09146597515222835	0.07755614530205256	0.004307493618157547	0.0033215646778718528	0.04283517679824099	0.07149642192844584	0.18699595341004663	0.08619621071507134	0.09783981604093007	0.24104984952697509	0.11661537943258451	0.12418762307306676	0.013542776990002763	0.16413090419462478	0.06913997401769031	0.07776134033104708	0.11849542368946547	0.049676019503906495	0.05332670316426718	0.08871635880444215	0.09950957100791127	0.28957903015335734	0.159612711323487	0.060419023554957464	0.046164078616296074	0.17744450902989534	1.0	0.14382277952663444	0.03604610966097968	0.10715424512921111	0.0	0.057906300803926856	0.13484662858417598	0.0	0.010397608978891623	0.04097440929318807	0.30573046223405503
substances	0.007461440050649733	0.08140199980999335	0.03884071494298837	0.03473302404506278	0.08368338159720369	0.016377218532876586	0.10926182197517473	0.09265249939315225	0.07829011328424731	0.0666643047362602	0.13644044950898324	0.03248478418096798	0.12443966277583994	0.06932207006453743	0.04345805373229103	0.057226382647885286	0.05786248849469532	0.07016137891693137	0.08708939580728894	0.23690833247518797	0.08880319452569327	0.13369319844410796	0.049737662749024296	0.06654156703688753	0.07171793842173878	0.08386996055636221	0.029821619002982126	0.0	0.047531670018050344	0.053802574219244705	0.09152436824931495	0.03848749384273114	0.035517220910101455	0.14947891069834132	0.0468127908957416	0.030119511693295783	0.002404084313259352	0.19387243150688424	0.06555356131961103	0.035964235165364095	0.08072371832900395	0.02823618868554016	0.10104698344685845	0.04535505267423463	0.18209659170800768	0.1251503378135515	0.09585954962692252	0.04979674903867016	0.017843184703172737	0.1709175591096294	0.14382277952663444	1.0	0.036782372777139034	0.10723519849643297	0.0	0.11454189197617883	0.05666173432326268	0.0	0.0005713069542885793	0.036421052626135396	0.1560751781789068
syngenta	0.0	0.1193022722645173	0.035092618076469184	0.08186430248527302	0.017044790927791396	0.000609759498222032	0.005063430767857572	0.0034944549560218426	0.007523043265026978	0.013828604342099983	0.010546259798874481	0.13277394241496865	0.048184859247023114	0.028533387845072585	0.0	0.03538274876559999	0.0006830854470405558	0.007230063968166345	0.0036478437687066847	0.01656519607654524	0.07787065963833806	0.01084328970047292	0.008597835350544447	0.005041148270442996	0.02011764235476766	0.04651039110986748	0.0	0.0	0.01200323380671867	0.003571396185867818	0.15727622183525325	0.21305327875177865	0.006841310314973294	0.037180132587013165	0.12576969252663364	0.04714312102055422	0.060840744838874146	0.07768505005357758	0.03135583952055827	0.022495649689540525	0.022595714853619265	0.02214026792543122	0.03363956621097513	0.009232433622557214	0.05384937695715196	0.01957040199128625	0.012290801661422476	0.010011823405064088	0.019050943965082782	0.049575877477332324	0.03604610966097968	0.036782372777139034	1.0	0.007298971664312645	0.0	0.09966570666470237	0.002798501666898361	0.0	0.0	0.028304844820873747	0.025638918650131532
systèmes	0.008020043072558944	0.07138383453173805	0.11194792912616779	0.1217390956140357	0.10907765395580632	0.023922438869953624	0.0707982133472686	0.1001063027095664	0.014850234155233401	0.0191933433673788	0.09312320422080735	0.07155782005388704	0.09853349583347482	0.09269982956949234	0.0	0.14960978307996325	0.0156750067520544	0.1172566566645068	0.06300630701072803	0.17534913512424002	0.06817962371896619	0.031847510423905497	0.00975880659186672	0.031718994138172536	0.05606336298847832	0.06568639254440928	0.0	0.007062123215968976	0.06497333431925721	0.1487070530052461	0.15513196562380507	0.08880894364003021	0.05453746951622301	0.056160009368103975	0.06538837054879401	0.055499002750503734	0.09671792994034284	0.129527585114454	0.1215801943611531	0.14273246317802457	0.10819755888981329	0.11775838684647362	0.11020133957776294	0.25878808711906065	0.0684797061899652	0.10658103795457248	0.06641620865268474	0.13504718287048367	0.06599839323421865	0.1705110555666967	0.10715424512921111	0.10723519849643297	0.007298971664312645	1.0	0.0	0.10150112573766938	0.16821030915336285	0.0	0.0036844681589162254	0.0931826154535206	0.10031696818301113
terre de diatomée	0.0	0.0	0.0	0.0	0.0	0.0009522557206342072	0.019329475242709535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015907291899236887	0.0	0.0	0.05411963407731317	0.0017246474796826236	0.03661372815246795	0.0	0.0	0.0	0.0	0.07550200884773771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011659076689761065	0.0	0.0	0.0	0.002235514756050338	0.0	0.0021563094793744307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.001982764387674952	0.0	0.0	0.0	0.0023264953754573723	0.0
traitements	0.0	0.032354976093114385	0.03163000319013402	0.02654062081682457	0.03865521144666696	0.03344672496734569	0.08519127427803111	0.1298557543130926	0.008395200612655317	0.0066772101446551674	0.059361829601174775	0.010797567352659887	0.020939668293433206	0.072867601823323	0.0	0.0708239948813839	0.008971408467234956	0.0695675482596844	0.06857637299479248	0.1928192712612029	0.0207003438537611	0.007836714789424026	0.010627858974884153	0.014280308108548204	0.03611286410409699	0.10212376713210972	0.00557570361558771	0.007370567995040159	0.029558686766698313	0.13209412234044962	0.058930684094077035	0.004568077033960514	0.044722420334034084	0.02717151979603832	0.013445896719786061	0.013164312079833346	0.02234597771648504	0.09999571467994887	0.11852709629941986	0.02296565885882778	0.04691494750081658	0.06081728341663569	0.15538014594743782	0.11031881698571196	0.04960274432018852	0.07127747764874055	0.005459900538665744	0.0	0.06299367491131182	0.11093200118551642	0.057906300803926856	0.11454189197617883	0.09966570666470237	0.10150112573766938	0.001982764387674952	1.0	0.077833175036905	0.0	0.16214730876897657	0.032801123058605525	0.07746267110175478
travail	0.0	0.031904789550634846	0.1297619819701429	0.04530687198956866	0.04494251525963395	0.01287556844029806	0.04636965673946644	0.07640655573833534	0.015373082505471853	0.036500280471169766	0.12263501109938496	0.10392629358984093	0.11569533817399136	0.06802483982323805	0.028655513427749173	0.09494391263206353	0.013493331018902661	0.1629659910435131	0.03478647392504721	0.12825545594925486	0.07756681466991393	0.04026541834044592	0.032796182533837315	0.03777185380483779	0.03627327925214734	0.04543693637704961	0.009831938275945012	0.0010830766031528051	0.08073865563364846	0.07358843269050003	0.12132419608530903	0.019877997132668506	0.09642604664224547	0.04483288161981293	0.04920917112273754	0.04642668001661924	0.08458243476749507	0.1113467989462671	0.08212735065368845	0.12532050469476425	0.1053334638110454	0.12344045828984497	0.13065723603893412	0.14631757868083695	0.04185257955586962	0.16234624123788427	0.03830164729195001	0.011366011053869578	0.06851672024128219	0.1268391776793284	0.13484662858417598	0.05666173432326268	0.002798501666898361	0.16821030915336285	0.0	0.077833175036905	1.0	0.20574677737555067	0.04690042559207855	0.06950945647775361	0.09418131807865707
triskalia	0.010371747670562773	0.0	0.009598292423704536	0.009796046329865301	0.0157905585022246	0.0	0.011848716250366669	0.002676182246578639	0.0	0.0	0.0	0.01895410021241026	0.013838152139637405	0.02427990978937683	0.2991669443391064	0.002052834208233391	0.0	0.0025168405213329397	0.006984132615075211	0.007400304898842902	0.0	0.0006696927763140886	0.0	0.019303484625666233	0.0	0.0	0.0	0.0	0.0	0.02906050839881545	0.0007527995030368566	0.002191101754586781	0.0030226888200816835	0.0	0.00062871449407646	0.0	0.011457561178519421	0.07024951397799549	0.0	0.006152855951383402	0.008111545429790942	0.0031399689307891215	0.023295803670353405	0.004713691694289486	0.013217895906781003	0.0	0.0	0.0	0.024802854157414005	0.03183211525003373	0.0	0.0	0.0	0.0	0.0	0.0	0.20574677737555067	1.0	0.0	0.0	0.0017531453345493357
vignerons	0.0	0.002225327484339217	0.01012257145740463	0.0	0.0	0.016005713828508718	0.0017039888445531982	0.016581370765295932	0.0	0.0	0.011407876599912749	0.009994706628081646	0.0	0.006401532454234352	0.0	0.0324744653200933	0.011034131141494688	0.001990736755516394	0.0030690086294885488	0.01951131301233231	0.00169069016545757	0.0	0.00231473342029429	0.016116656413172836	0.00238946835406384	0.06858079319166639	0.0	0.0	0.005301752486377915	0.0536337459594158	0.014687501576816015	0.0017330882751451664	0.009032084350867895	0.0005072503322289468	0.0009945843143220235	0.014909281411392871	0.02013899567363265	0.06310142303900723	0.006783514814899036	0.01460011040428939	0.008554615198038722	0.025663975232741186	0.021677885064875942	0.02609860839938046	0.04112266174891074	0.004939498761629682	0.0027919385433041875	0.007861616181208932	0.020772242348118575	0.0192269429178224	0.010397608978891623	0.0005713069542885793	0.0	0.0036844681589162254	0.0	0.16214730876897657	0.04690042559207855	0.0	1.0	0.0	0.010168982124570463
écologique	0.0	0.0509517079285898	0.056427461362967224	0.17359835052144734	0.022927440561240266	0.11110213158569648	0.04334999506677111	0.04846616286871601	0.01439701346467359	0.040740792410393384	0.018437496631094775	0.17420463403981884	0.05569145177771811	0.1379494036716028	0.0027239665775491946	0.1195502531731089	0.12384337769621129	0.10307736726828838	0.07605571014859792	0.08459209690921553	0.04098759390957221	0.017756409573726515	0.08521370981686856	0.021325735181385273	0.05846452477266317	0.041606906077490374	0.012149994353039886	0.0	0.10132866275501853	0.045729267710208264	0.17643146294402878	0.17670697999007923	0.09731815459981655	0.03552561271324813	0.12204748706119681	0.04376499911001381	0.060576928603990436	0.15850569898284592	0.10083775563249299	0.12235382497578004	0.09025327701702224	0.13305766528445492	0.10121500178857078	0.09485093495092616	0.04067871229301642	0.049420152100708103	0.035931693733042024	0.029243976682757102	0.06148005643075437	0.10330840866305117	0.04097440929318807	0.036421052626135396	0.028304844820873747	0.0931826154535206	0.0023264953754573723	0.032801123058605525	0.06950945647775361	0.0	0.0	1.0	0.048143474110297124
études	0.003018408052601833	0.1668755149155109	0.034916443283185106	0.12991804652828462	0.18442879620136754	0.012910540555621939	0.13166001881626566	0.1853611224810878	0.053561304517937086	0.0953511234055152	0.213643885547887	0.04477744878448959	0.11746024643373452	0.07728427606710905	0.010045869234396296	0.07975559331596575	0.04643410928527134	0.10767107288825711	0.0474258661020394	0.28120547851436306	0.10030708751672358	0.13077482361160583	0.04311554589045625	0.10065119517411741	0.0478044607888159	0.09786345667891028	0.013787275735238157	0.0008859623899229147	0.09321491365977481	0.09029359074054152	0.12772440459028703	0.0898036551586251	0.05981751411711056	0.22228081090202828	0.16851521197566074	0.05601647297094573	0.03278830410828493	0.28093099675732924	0.06322880679320725	0.054613825121044915	0.1333761143679456	0.03975031880734276	0.07816473428462103	0.08196436741538432	0.15425267649196084	0.17953325139625895	0.12104361583491474	0.05082609913308109	0.04500747115531613	0.2150897499294878	0.30573046223405503	0.1560751781789068	0.025638918650131532	0.10031696818301113	0.0	0.07746267110175478	0.09418131807865707	0.0017531453345493357	0.010168982124570463	0.048143474110297124	1.0
